,Carbon source 1 (category),Carbon source 1 (g/L),Carbon source 1 heat of combustion (kJ/mol),Carbon source 1 heat of combustion (kJ/g),Carbon source 2 (category),Carbon source 2 (g/L),Carbon source 2 heat of combustion (kJ/mol),Carbon source 2 heat of combustion (kJ/g),Product class,Product Gibbs energy of formation in Equilibrator,Number of carbon atoms in the product,Number of hydrogen atoms in the product,Number of oxygen atoms in the product,MW of product (g/mol),Fermentation time (h),Pathway enzymatic steps,ATP cost,NADH or NADPH cost,Reactor type,Cultivation volume (L),Medium type,Temperature,pH,Estimation of N2 levels,Genes modified,Genes deleted,Genes overexpressed,Heterologous genes
99,2.0,90.0,1660.45,18.0,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,96.0,12.0,23.4,46.9,1.0,0.05,3.0,28.0,6.0,1.0,0.0,0.0,0.0,0.0
15,1.0,45.0,2805.0,15.58,2.0,45.0,1660.45,18.0,2.0,-203.2,17.6,33.8,2.0,869.7,162.0,12.0,23.4,46.9,2.0,0.5,2.0,30.0,6.0,3.0,0.0,0.0,0.0,0.0
98,2.0,60.0,2805.0,18.0,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,281.0,12.0,23.4,46.9,1.0,0.05,3.0,28.0,6.0,1.0,0.0,1.0,0.0,0.0
3483,2.0,300.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-670.0,4.0,6.0,5.0,134.0,82.0,0.0,0.0,0.0,4.0,2.0,1.0,28.0,5.5,1.0,1.0,1.0,1.0,0.0
1922,2.0,70.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-338.1,3.0,4.0,3.0,88.0,316.0,0.0,0.0,0.0,1.0,0.1,1.0,28.0,0.0,1.0,0.0,0.0,1.0,0.0
821,2.0,30.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-507.6,4.0,6.0,4.0,118.0,96.0,0.0,0.0,0.0,1.0,0.05,1.0,28.0,6.0,1.0,0.0,1.0,0.0,0.0
3853,10.0,10.0,34734.5,40.0,0.0,0.0,0.0,0.0,10.0,-63.0,1.0,1.82,0.51,0.0,192.0,0.0,0.0,0.0,1.0,0.05,1.0,29.5,5.25,1.0,0.0,0.0,0.0,0.0
2473,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,3154.9,40.0,56.0,1.0,552.0,72.0,14.0,24.0,22.0,5.0,0.003,3.0,30.0,0.0,2.0,7.0,0.0,2.0,6.0
1414,10.0,10.0,34734.5,40.0,0.0,0.0,0.0,0.0,1.0,-945.1,6.0,8.0,7.0,192.0,144.0,0.0,0.0,0.0,1.0,0.05,2.0,28.5,5.5,1.0,0.0,0.0,0.0,0.0
2924,1.0,50.0,2805.0,15.58,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,120.0,12.0,23.4,46.9,1.0,0.5,1.0,30.0,0.0,3.0,1.0,0.0,2.0,0.0
4269,43.0,43.6,34734.5,17.9,0.0,0.0,0.0,0.0,1.0,-945.1,6.0,8.0,7.0,192.0,48.0,0.0,0.0,0.0,1.0,0.1,1.0,10.0,6.0,1.0,0.0,0.0,0.0,0.0
953,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-338.1,3.0,4.0,3.0,88.0,144.0,0.0,0.0,0.0,1.0,0.05,1.0,28.0,7.5,1.0,0.0,0.0,0.0,0.0
3006,21.0,80.0,2349.47,15.7,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,72.0,12.0,23.4,46.9,1.0,0.002,2.0,30.0,0.0,1.0,2.0,2.0,1.0,0.0
2456,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,3154.9,40.0,56.0,1.0,552.0,72.0,14.0,24.0,22.0,5.0,0.003,3.0,30.0,0.0,2.0,7.0,0.0,3.0,6.0
4458,10.0,10.0,34734.5,40.0,2.0,10.0,1660.45,18.0,10.0,-63.0,1.0,1.82,0.51,0.0,115.0,0.0,0.0,0.0,1.0,0.05,1.0,28.0,6.5,1.0,0.0,0.0,0.0,0.0
2493,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,3154.9,40.0,56.0,1.0,552.0,72.0,14.0,24.0,22.0,5.0,0.003,3.0,30.0,0.0,2.0,7.0,0.0,3.0,6.0
310,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,120.0,12.0,23.4,46.9,1.0,0.05,3.0,30.0,0.0,2.0,0.0,0.0,0.0,0.0
1067,1.0,30.0,2805.0,15.58,0.0,0.0,0.0,0.0,1.0,-338.1,3.0,4.0,3.0,88.0,96.0,0.0,0.0,0.0,1.0,0.05,1.0,28.0,5.0,3.0,0.0,0.0,0.0,0.0
1525,10.0,100.0,34734.5,40.0,0.0,0.0,0.0,0.0,1.0,-952.0,6.0,8.0,7.0,192.0,188.0,0.0,0.0,0.0,2.0,2.0,1.0,30.0,3.5,3.0,0.0,0.0,0.0,0.0
3627,2.0,50.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-952.0,6.0,8.0,7.0,192.0,150.0,0.0,0.0,0.0,1.0,0.05,1.0,28.0,6.0,1.0,0.0,0.0,0.0,0.0
4141,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-619.9,5.0,6.0,5.0,146.0,24.0,0.0,0.0,0.0,1.0,0.05,1.0,28.0,4.5,2.0,0.0,0.0,0.0,0.0
3398,9.0,480.0,5643.4,16.5,0.0,0.0,0.0,0.0,7.0,-333.1,6.0,14.0,6.0,182.0,144.0,2.0,0.0,1.0,4.0,0.0,1.0,28.0,5.5,3.0,0.0,0.0,0.0,0.0
156,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,3154.9,40.0,56.0,1.0,552.0,72.0,14.0,24.0,22.0,5.0,0.003,3.0,30.0,0.0,2.0,6.0,0.0,3.0,5.0
2374,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,2915.1,40.0,52.0,2.0,564.0,72.0,15.0,24.0,24.0,5.0,0.003,3.0,30.0,0.0,2.0,7.0,0.0,2.0,6.0
3814,2.5,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-952.0,6.0,8.0,7.0,192.0,96.0,0.0,0.0,0.0,2.0,10.0,1.0,28.0,6.5,1.0,0.0,0.0,0.0,0.0
2094,3.0,10.0,1988.0,10.35,8.0,10.0,2810.4,16.0,3.0,813.0,10.0,18.0,1.0,154.0,72.0,9.0,6.0,4.0,1.0,0.05,3.0,30.0,0.0,2.0,2.0,0.0,2.0,1.0
2016,4.0,90.0,874.0,14.55,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,360.0,12.0,23.4,46.9,1.0,0.1,3.0,28.0,7.0,1.0,0.0,0.0,0.0,0.0
2599,1.0,30.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,3687.0,40.0,56.0,0.0,536.0,120.0,12.0,24.0,20.0,2.0,0.05,2.0,30.0,5.5,1.0,3.0,0.0,2.0,3.0
323,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,9.0,-134.4,6.0,6.0,3.0,126.0,96.0,2.0,2.0,0.0,1.0,0.04,1.0,28.0,0.0,1.0,1.0,1.0,1.0,1.0
4170,9.0,84.0,5643.4,16.5,0.0,0.0,0.0,0.0,1.0,-952.0,6.0,8.0,7.0,192.0,72.0,0.0,0.0,0.0,5.0,0.0003,1.0,30.0,6.8,1.0,0.0,0.0,0.0,0.0
3896,2.0,200.0,1660.45,18.0,0.0,0.0,0.0,0.0,7.0,-366.5,4.0,10.0,4.0,122.0,120.0,2.0,0.0,-1.0,1.0,0.05,1.0,30.0,3.0,1.0,0.0,0.0,0.0,0.0
2848,20.0,100.0,105803.0,6.3,0.0,0.0,0.0,0.0,7.0,-366.5,4.0,10.0,4.0,122.0,230.0,2.0,0.0,-1.0,2.0,2.0,1.0,30.0,5.0,1.0,0.0,0.0,0.0,1.0
314,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,120.0,12.0,23.4,46.9,1.0,0.05,3.0,30.0,0.0,2.0,2.0,0.0,2.0,1.0
4397,20.0,5.5,105803.0,6.3,0.0,0.0,0.0,0.0,10.0,-63.0,1.0,1.82,0.51,0.0,28.0,0.0,0.0,0.0,5.0,0.002,2.0,28.0,6.8,3.0,5.0,1.0,0.0,5.0
4643,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,5.0,262.5,14.0,12.0,3.0,228.0,96.0,0.0,0.0,0.0,5.0,0.004,3.0,30.0,0.0,3.0,0.0,0.0,0.0,0.0
4302,43.0,43.6,34734.5,17.9,24.0,20.0,5631.6,16.5,1.0,-952.0,6.0,8.0,7.0,192.0,48.0,0.0,0.0,0.0,1.0,0.1,1.0,20.0,5.5,1.0,0.0,0.0,0.0,0.0
4209,7.0,20.0,2342.2,16.0,0.0,0.0,0.0,0.0,7.0,-260.7,5.0,12.0,5.0,152.0,144.0,1.0,0.0,1.0,1.0,0.1,1.0,30.0,6.8,2.0,0.0,0.0,0.0,0.0
3082,41.0,0.85,2183.5,24.8,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,48.0,12.0,23.4,46.9,1.0,0.2,1.0,27.0,6.0,2.0,0.0,0.0,0.0,0.0
850,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-238.4,2.0,4.0,2.0,60.0,138.0,2.0,0.0,-1.0,2.0,1.0,3.0,28.0,4.2,2.0,0.0,1.0,0.0,0.0
1170,1.0,60.0,2805.0,15.58,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,125.0,12.0,23.4,46.9,1.0,0.04,1.0,30.0,0.0,1.0,3.0,0.0,3.0,2.0
4043,4.0,846.0,874.0,14.55,0.0,0.0,0.0,0.0,10.0,-63.0,1.0,1.82,0.51,0.0,140.0,0.0,0.0,0.0,2.0,1.5,1.0,30.0,7.0,1.0,0.0,0.0,0.0,0.0
2401,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,2915.1,40.0,52.0,2.0,564.0,72.0,15.0,24.0,24.0,5.0,0.003,3.0,30.0,0.0,2.0,7.0,0.0,3.0,6.0
180,1.0,70.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,-444.9,30.0,52.0,3.0,460.0,96.0,13.0,18.0,15.0,1.0,0.05,3.0,30.0,0.0,2.0,10.0,1.0,5.0,5.0
1461,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,120.0,12.0,23.4,46.9,1.0,0.05,1.0,30.0,0.0,1.0,2.0,0.0,3.0,1.0
2622,1.0,50.0,2805.0,15.58,0.0,0.0,0.0,0.0,6.0,837.5,10.0,22.0,1.0,158.0,96.0,10.0,5.0,10.0,1.0,0.05,2.0,30.0,0.0,1.0,0.0,1.0,0.0,0.0
2922,2.0,52.0,1660.45,18.0,0.0,0.0,0.0,0.0,6.0,-1230.7,16.6666666666667,32.0,4.0,296.0,96.0,8.0,7.33333333333333,13.6666666666667,2.0,0.7,1.0,28.0,8.0,3.0,10.0,8.0,3.0,0.0
1575,2.0,50.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-507.6,4.0,6.0,4.0,118.0,168.0,0.0,0.0,0.0,1.0,0.01,3.0,30.0,6.0,3.0,0.0,1.0,0.0,0.0
2426,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,3154.9,40.0,56.0,1.0,552.0,72.0,14.0,24.0,22.0,5.0,0.003,3.0,30.0,0.0,2.0,7.0,0.0,3.0,6.0
3703,2.0,120.0,1660.45,18.0,0.0,0.0,0.0,0.0,10.0,-63.0,1.0,1.82,0.51,0.0,38.0,0.0,0.0,0.0,2.0,1.0,3.0,28.0,0.0,3.0,0.0,1.0,0.0,0.0
3592,10.0,100.0,34734.5,40.0,0.0,0.0,0.0,0.0,10.0,-63.0,1.0,1.82,0.51,0.0,120.0,0.0,0.0,0.0,1.0,18.1,2.0,30.0,5.5,2.0,0.0,0.0,0.0,0.0
4128,2.0,200.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-952.0,6.0,8.0,7.0,192.0,144.0,0.0,0.0,0.0,4.0,5.0,1.0,28.0,5.0,3.0,0.0,0.0,0.0,0.0
3666,1.0,60.0,2805.0,15.58,0.0,0.0,0.0,0.0,1.0,-952.0,6.0,8.0,7.0,192.0,72.0,0.0,0.0,0.0,1.0,0.05,1.0,28.0,0.0,1.0,0.0,0.0,1.0,0.0
1335,1.0,90.0,2805.0,15.58,2.0,0.05,1660.0,18.0,2.0,-203.2,17.6,33.8,2.0,869.7,120.0,12.0,23.4,46.9,1.0,0.01,1.0,30.0,4.5,1.0,0.0,0.0,0.0,0.0
380,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,9.0,-134.4,6.0,6.0,3.0,126.0,96.0,2.0,2.0,0.0,1.0,0.01,1.0,28.0,0.0,2.0,1.0,0.0,2.0,1.0
537,2.0,50.0,1660.45,18.0,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,72.0,12.0,23.4,46.9,1.0,0.05,2.0,28.0,6.0,2.0,0.0,0.0,0.0,0.0
3196,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,10.0,-63.0,1.0,1.82,0.51,0.0,72.0,0.0,0.0,0.0,2.0,1.2,1.0,30.0,5.5,1.0,1.0,1.0,1.0,0.0
3053,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,3.0,887.7,13.0,20.0,1.0,192.0,288.0,14.0,24.0,20.0,1.0,0.02,3.0,25.0,0.0,2.0,8.0,2.0,2.0,5.0
3262,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,7.0,-366.5,4.0,10.0,4.0,122.0,96.0,2.0,0.0,-1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
726,2.0,150.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-945.1,6.0,8.0,7.0,192.0,380.0,0.0,0.0,0.0,1.0,0.05,1.0,28.0,5.5,2.0,0.0,0.0,0.0,0.0
4331,43.0,43.6,34734.5,17.9,24.0,20.0,5631.6,16.5,1.0,-952.0,6.0,8.0,7.0,192.0,48.0,0.0,0.0,0.0,1.0,0.1,1.0,20.0,5.5,1.0,0.0,0.0,0.0,0.0
3537,6.0,20.0,1367.6,29.69,0.0,0.0,0.0,0.0,1.0,-619.9,5.0,6.0,5.0,146.0,192.0,0.0,0.0,0.0,1.0,0.05,1.0,30.0,3.5,2.0,0.0,0.0,0.0,0.0
2595,1.0,30.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,3687.0,40.0,56.0,0.0,536.0,96.0,12.0,24.0,20.0,1.0,0.05,2.0,30.0,5.5,1.0,3.0,0.0,2.0,3.0
1985,1.0,50.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,-109.6,21.0,32.0,2.0,316.0,168.0,28.0,18.0,31.0,1.0,0.05,3.0,28.0,0.0,2.0,4.0,1.0,1.0,4.0
1514,25.0,150.0,11193.8736,39.6,0.0,0.0,0.0,0.0,1.0,-619.9,5.0,6.0,5.0,146.0,188.0,0.0,0.0,0.0,2.0,2.0,1.0,30.0,3.5,3.0,0.0,0.0,0.0,0.0
4438,10.0,10.0,34734.5,40.0,2.0,34.0,1660.45,18.0,1.0,-952.0,6.0,8.0,7.0,192.0,115.0,0.0,0.0,0.0,1.0,0.05,1.0,28.0,6.5,1.0,0.0,0.0,0.0,0.0
292,1.0,20.0,2805.0,15.58,8.0,20.0,2810.4,16.0,3.0,1425.2,15.0,24.0,0.0,204.0,120.0,10.0,9.0,6.0,1.0,0.05,2.0,30.0,0.0,2.0,3.0,0.0,3.0,1.0
2220,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,3394.8,40.0,56.0,0.0,536.0,72.0,13.0,24.0,20.0,5.0,0.003,3.0,30.0,0.0,2.0,7.0,0.0,2.0,6.0
1701,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,1.0,-168.0,6.0,12.0,4.0,148.0,120.0,3.0,0.0,2.0,1.0,0.05,3.0,30.0,0.0,2.0,3.0,0.0,1.0,3.0
3857,10.0,10.0,34734.5,40.0,0.0,0.0,0.0,0.0,10.0,-63.0,1.0,1.82,0.51,0.0,192.0,0.0,0.0,0.0,1.0,0.05,1.0,29.5,5.25,1.0,0.0,0.0,0.0,0.0
3302,1.0,100.0,2805.0,15.58,0.0,0.0,0.0,0.0,1.0,-797.0,6.0,3.0,6.0,171.0,96.0,1.0,0.0,0.0,1.0,0.05,3.0,30.0,7.0,3.0,0.0,0.0,0.0,1.0
3206,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-945.1,6.0,8.0,7.0,192.0,72.0,0.0,0.0,0.0,2.0,1.2,1.0,30.0,5.5,1.0,3.0,0.0,4.0,0.0
1887,1.0,50.0,2805.0,15.58,0.0,0.0,0.0,0.0,2.0,1430.9,20.0,32.0,2.0,304.0,72.0,13.0,9.0,21.0,1.0,0.1,3.0,30.0,3.5,2.0,2.0,0.0,0.0,3.0
2302,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,3394.8,40.0,56.0,0.0,536.0,72.0,13.0,24.0,20.0,5.0,0.003,3.0,30.0,0.0,2.0,7.0,0.0,3.0,6.0
1086,1.0,10.0,2805.0,15.58,0.0,0.0,0.0,0.0,3.0,841.0,10.0,16.0,0.0,136.0,72.0,10.0,6.0,4.0,1.0,0.05,3.0,30.0,0.0,2.0,3.0,0.0,3.0,2.0
4124,2.0,200.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-952.0,6.0,8.0,7.0,192.0,192.0,0.0,0.0,0.0,4.0,5.0,1.0,28.0,5.0,1.0,0.0,0.0,0.0,0.0
2679,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,7.0,-366.5,4.0,10.0,4.0,122.0,168.0,2.0,0.0,-1.0,1.0,0.05,2.0,30.0,0.0,1.0,0.0,0.0,0.0,0.0
668,2.0,20.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-507.6,4.0,6.0,4.0,118.0,72.0,0.0,0.0,0.0,1.0,0.05,3.0,28.0,0.0,2.0,0.0,0.0,0.0,0.0
1455,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,120.0,12.0,23.4,46.9,1.0,0.05,1.0,30.0,0.0,1.0,2.0,0.0,2.0,1.0
791,2.0,30.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-507.6,4.0,6.0,4.0,118.0,96.0,0.0,0.0,0.0,1.0,0.05,1.0,28.0,6.0,2.0,0.0,1.0,0.0,0.0
2788,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,7.0,-333.1,6.0,14.0,6.0,182.0,168.0,2.0,0.0,1.0,1.0,0.05,2.0,28.0,6.0,2.0,0.0,1.0,0.0,0.0
2987,8.0,80.0,2810.4,16.0,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,72.0,12.0,23.4,46.9,1.0,0.002,2.0,30.0,0.0,1.0,2.0,2.0,1.0,0.0
718,2.0,150.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-515.7,4.0,4.0,4.0,116.0,380.0,0.0,0.0,0.0,1.0,0.05,1.0,28.0,5.5,2.0,0.0,0.0,0.0,0.0
653,2.5,33.550000000000004,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-238.4,2.0,4.0,2.0,60.0,96.0,2.0,0.0,-1.0,2.0,1.0,3.0,28.0,4.0,2.0,0.0,1.0,0.0,0.0
2613,1.0,50.0,2805.0,15.58,0.0,0.0,0.0,0.0,6.0,837.5,10.0,22.0,1.0,158.0,96.0,10.0,5.0,10.0,1.0,0.05,2.0,30.0,0.0,1.0,2.0,0.0,0.0,3.0
223,1.0,20.0,2805.0,15.58,40.0,4.0,1528.3,20.9,2.0,-203.2,17.6,33.8,2.0,869.7,72.0,12.0,23.4,46.9,1.0,0.05,1.0,28.0,6.8,1.0,0.0,1.0,0.0,0.0
2650,1.0,50.0,2805.0,15.58,0.0,0.0,0.0,0.0,6.0,1543.7,18.0,38.0,1.0,270.0,96.0,10.0,9.0,18.0,1.0,0.05,1.0,30.0,0.0,1.0,3.0,1.0,0.0,3.0
787,2.0,130.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-507.6,4.0,6.0,4.0,118.0,96.0,0.0,0.0,0.0,1.0,0.05,3.0,28.0,6.0,2.0,0.0,1.0,0.0,0.0
913,2.0,40.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-507.6,4.0,6.0,4.0,118.0,96.0,0.0,0.0,0.0,1.0,0.05,3.0,28.0,0.0,2.0,4.0,2.0,2.0,1.0
736,2.0,150.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-670.0,4.0,6.0,5.0,134.0,165.0,0.0,0.0,0.0,4.0,0.5,1.0,28.0,5.0,2.0,0.0,0.0,0.0,0.0
4673,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,2575.9,40.0,52.0,4.0,596.0,84.0,16.0,24.0,28.0,1.0,0.05,3.0,30.0,0.0,3.0,4.0,0.0,4.0,1.0
227,1.0,530.0,2805.0,15.58,0.0,0.0,0.0,0.0,1.0,-952.0,6.0,8.0,7.0,192.0,145.0,0.0,0.0,0.0,4.0,3.0,1.0,28.0,5.6,3.0,8.0,7.0,2.0,0.0
583,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,3.0,583.0,15.0,22.0,1.0,218.0,120.0,11.0,9.0,7.0,1.0,0.03,3.0,30.0,0.0,2.0,2.0,0.0,0.0,3.0
1214,25.0,60.0,11193.8736,39.6,0.0,0.0,0.0,0.0,4.0,-245.8,30.0,48.0,3.0,456.0,120.0,13.0,18.0,17.0,1.0,0.03,3.0,30.0,0.0,2.0,4.0,0.0,3.0,3.0
3765,1.0,61.0,2805.0,15.58,7.0,47.6,2342.2,16.0,2.0,-203.2,17.6,33.8,2.0,869.7,48.0,12.0,23.4,46.9,5.0,0.0005,1.0,28.0,6.0,1.0,0.0,0.0,0.0,0.0
2322,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,2915.1,40.0,52.0,2.0,564.0,72.0,15.0,24.0,24.0,5.0,0.003,3.0,30.0,0.0,2.0,7.0,0.0,2.0,6.0
3296,1.0,100.0,2805.0,15.58,0.0,0.0,0.0,0.0,1.0,-792.5,6.0,3.0,6.0,171.09,96.0,2.0,0.0,0.0,1.0,0.05,3.0,30.0,7.0,3.0,1.0,0.0,0.0,1.0
4335,43.0,43.6,34734.5,17.9,24.0,20.0,5631.6,16.5,1.0,-945.1,6.0,8.0,7.0,192.0,48.0,0.0,0.0,0.0,1.0,0.1,1.0,20.0,5.5,1.0,0.0,0.0,0.0,0.0
3697,2.0,120.0,1660.45,18.0,0.0,0.0,0.0,0.0,10.0,-63.0,1.0,1.82,0.51,0.0,36.0,0.0,0.0,0.0,2.0,1.0,3.0,28.0,0.0,3.0,0.0,1.0,0.0,0.0
3215,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-619.9,5.0,6.0,5.0,146.0,72.0,0.0,0.0,0.0,2.0,1.2,1.0,30.0,5.5,1.0,1.0,1.0,1.0,0.0
3978,1.0,60.0,2805.0,15.58,0.0,0.0,0.0,0.0,3.0,1239.2,15.0,24.0,0.0,204.0,96.0,10.0,9.0,6.0,1.0,0.04,3.0,30.0,5.5,3.0,1.0,1.0,0.0,1.0
1026,2.5,20.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-338.1,3.0,4.0,3.0,88.0,144.0,0.0,0.0,0.0,1.0,0.05,1.0,28.0,0.0,3.0,0.0,0.0,0.0,0.0
1245,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,387.2,30.0,50.0,2.0,442.0,168.0,13.0,18.0,15.0,1.0,0.05,3.0,28.0,0.0,2.0,2.0,0.0,0.0,3.0
1080,2.0,30.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-338.1,3.0,4.0,3.0,88.0,96.0,0.0,0.0,0.0,1.0,0.05,1.0,28.0,5.0,3.0,0.0,0.0,0.0,0.0
1585,2.0,50.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-507.6,4.0,6.0,4.0,118.0,168.0,0.0,0.0,0.0,1.0,0.01,3.0,30.0,6.0,3.0,0.0,1.0,0.0,0.0
897,2.0,70.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-507.6,4.0,6.0,4.0,118.0,96.0,0.0,0.0,0.0,1.0,0.05,3.0,28.0,0.0,2.0,1.0,2.0,0.0,0.0
3825,10.0,10.0,34734.5,40.0,0.0,0.0,0.0,0.0,1.0,-619.9,5.0,6.0,5.0,146.0,192.0,0.0,0.0,0.0,1.0,0.05,1.0,29.5,5.25,1.0,0.0,0.0,0.0,0.0
3442,1.0,50.0,2805.0,15.58,8.0,50.0,2810.4,16.0,7.0,-252.9,5.0,12.0,5.0,152.0,132.0,3.0,6.0,1.0,2.0,2.0,1.0,28.0,0.0,1.0,2.0,0.0,0.0,3.0
905,2.0,70.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-507.6,4.0,6.0,4.0,118.0,96.0,0.0,0.0,0.0,1.0,0.05,3.0,28.0,0.0,2.0,2.0,2.0,1.0,0.0
1031,2.5,20.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-338.1,3.0,4.0,3.0,88.0,144.0,0.0,0.0,0.0,1.0,0.05,1.0,28.0,0.0,3.0,0.0,0.0,0.0,0.0
3138,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,7.0,-366.5,4.0,10.0,4.0,122.0,120.0,2.0,0.0,-1.0,1.0,0.05,2.0,30.0,3.0,2.0,1.0,1.0,1.0,0.0
2794,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,7.0,-366.5,4.0,10.0,4.0,122.0,72.0,2.0,0.0,-1.0,1.0,0.05,2.0,28.0,4.3,1.0,0.0,0.0,0.0,0.0
2815,2.0,150.0,1660.45,18.0,0.0,0.0,0.0,0.0,7.0,-333.1,6.0,14.0,6.0,182.0,73.0,2.0,0.0,1.0,2.0,1.5,1.0,30.0,3.0,1.0,0.0,0.0,0.0,0.0
284,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,3.0,1425.2,15.0,24.0,0.0,204.0,120.0,10.0,9.0,6.0,1.0,0.05,3.0,30.0,0.0,2.0,2.0,0.0,2.0,1.0
2319,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,2915.1,40.0,52.0,2.0,564.0,72.0,15.0,24.0,24.0,5.0,0.003,3.0,30.0,0.0,2.0,7.0,0.0,2.0,6.0
2106,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,3.0,161.4,15.0,24.0,0.0,204.0,144.0,10.0,9.0,6.0,1.0,0.04,2.0,30.0,0.0,2.0,4.0,0.0,4.0,1.0
737,2.0,150.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-670.0,4.0,6.0,5.0,134.0,165.0,0.0,0.0,0.0,4.0,0.5,1.0,28.0,5.0,2.0,0.0,0.0,0.0,0.0
