,Carbon source 1 (category),Carbon source 1 (g/L),Carbon source 1 heat of combustion (kJ/mol),Carbon source 1 heat of combustion (kJ/g),Carbon source 2 (category),Carbon source 2 (g/L),Carbon source 2 heat of combustion (kJ/mol),Carbon source 2 heat of combustion (kJ/g),Product class,Product Gibbs energy of formation in Equilibrator,Number of carbon atoms in the product,Number of hydrogen atoms in the product,Number of oxygen atoms in the product,MW of product (g/mol),Fermentation time (h),Pathway enzymatic steps,ATP cost,NADH or NADPH cost,Reactor type,Cultivation volume (L),Medium type,Temperature,pH,Estimation of N2 levels,Genes modified,Genes deleted,Genes overexpressed,Heterologous genes
2412,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,3154.9,40.0,56.0,1.0,552.0,72.0,14.0,24.0,22.0,5.0,0.003,3.0,30.0,0.0,2.0,7.0,0.0,2.0,6.0
1577,2.0,50.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-507.6,4.0,6.0,4.0,118.0,168.0,0.0,0.0,0.0,1.0,0.01,3.0,30.0,6.0,3.0,0.0,1.0,0.0,0.0
1398,10.0,10.0,34734.5,40.0,19.0,2.60198,1983.8,15.2,1.0,-952.0,6.0,8.0,7.0,192.0,144.0,0.0,0.0,0.0,1.0,0.05,2.0,28.5,5.5,1.0,0.0,0.0,0.0,0.0
2563,1.0,60.0,2805.0,15.58,8.0,60.0,2810.4,16.0,4.0,3687.0,40.0,56.0,0.0,536.0,168.0,12.0,24.0,20.0,1.0,0.05,2.0,30.0,0.0,2.0,2.0,0.0,0.0,3.0
3958,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-619.9,5.0,6.0,5.0,146.0,144.0,0.0,0.0,0.0,1.0,0.05,1.0,28.0,4.5,1.0,0.0,0.0,0.0,0.0
801,2.0,30.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-507.6,4.0,6.0,4.0,118.0,96.0,0.0,0.0,0.0,1.0,0.05,1.0,28.0,6.0,3.0,0.0,1.0,0.0,0.0
27,1.0,21.0,2805.0,15.58,2.0,15.0,1660.45,18.0,1.0,-952.0,6.0,8.0,7.0,192.0,115.0,0.0,0.0,0.0,1.0,0.05,2.0,28.0,5.5,2.0,0.0,0.0,0.0,0.0
3789,1.0,61.0,2805.0,15.58,7.0,47.6,2342.2,16.0,2.0,-203.2,17.6,33.8,2.0,869.7,48.0,12.0,23.4,46.9,5.0,0.0005,1.0,28.0,6.0,1.0,0.0,0.0,0.0,0.0
4312,43.0,43.6,34734.5,17.9,24.0,20.0,5631.6,16.5,1.0,-945.1,6.0,8.0,7.0,192.0,48.0,0.0,0.0,0.0,1.0,0.1,1.0,20.0,5.5,3.0,0.0,0.0,0.0,0.0
1778,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,3.0,841.0,10.0,16.0,0.0,136.0,120.0,9.0,6.0,4.0,1.0,0.075,3.0,30.0,5.75,2.0,1.0,0.0,1.0,1.0
43,1.0,10.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,3394.8,40.0,56.0,0.0,536.0,96.0,13.0,24.0,20.0,1.0,0.05,3.0,28.0,0.0,2.0,2.0,0.0,1.0,2.0
1986,1.0,50.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,-109.6,21.0,32.0,2.0,316.0,168.0,28.0,18.0,31.0,1.0,0.05,3.0,28.0,0.0,2.0,4.0,1.0,1.0,4.0
699,2.0,150.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-238.4,2.0,4.0,2.0,60.0,165.0,2.0,0.0,-1.0,4.0,0.5,1.0,28.0,5.0,2.0,0.0,1.0,0.0,0.0
1549,25.0,150.0,11193.8736,39.6,0.0,0.0,0.0,0.0,1.0,-338.1,3.0,4.0,3.0,88.0,188.0,0.0,0.0,0.0,2.0,2.0,1.0,30.0,3.5,3.0,0.0,0.0,0.0,0.0
3269,1.0,100.0,2805.0,15.58,0.0,0.0,0.0,0.0,1.0,-945.1,6.0,8.0,7.0,192.0,96.0,2.0,0.0,0.0,1.0,0.05,3.0,30.0,7.0,3.0,1.0,0.0,0.0,2.0
1968,1.0,60.0,2805.0,15.58,4.0,2.0,874.0,14.55,5.0,-160.2,15.0,12.0,5.0,272.0,216.0,10.0,5.0,1.0,4.0,0.025,3.0,30.0,3.5,1.0,6.0,0.0,3.0,5.0
4118,9.0,600.0,5643.4,16.5,0.0,0.0,0.0,0.0,8.0,-622.2,12.0,22.0,11.0,342.0,56.0,1.0,0.0,0.0,2.0,10.0,1.0,28.0,5.0,2.0,0.0,0.0,0.0,0.0
378,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,9.0,-134.4,6.0,6.0,3.0,126.0,96.0,2.0,2.0,0.0,1.0,0.01,1.0,28.0,0.0,2.0,1.0,0.0,2.0,1.0
1300,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,168.0,12.0,23.4,46.9,1.0,0.05,3.0,28.0,0.0,2.0,3.0,0.0,1.0,3.0
651,2.0,20.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-238.4,2.0,4.0,2.0,60.0,72.0,2.0,0.0,-1.0,1.0,0.05,3.0,28.0,0.0,2.0,0.0,0.0,0.0,0.0
3551,6.0,20.0,1367.6,29.69,46.0,7e-07,0.0,0.0,10.0,-63.0,1.0,1.82,0.51,0.0,192.0,0.0,0.0,0.0,1.0,0.05,1.0,30.0,3.5,2.0,0.0,0.0,0.0,0.0
3095,1.0,60.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,3394.8,40.0,56.0,0.0,536.0,72.0,13.0,24.0,20.0,1.0,0.05,1.0,30.0,5.0,3.0,0.0,0.0,0.0,0.0
3148,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,6.0,-218.252100840336,17.5798319327731,33.03081232493,2.0,275.988795518207,168.0,7.0,7.78991596638655,15.5798319327731,1.0,0.05,2.0,28.0,0.0,3.0,3.0,4.0,0.0,0.0
854,2.0,70.0,1660.45,18.0,0.0,0.0,0.0,0.0,7.0,-366.5,4.0,10.0,4.0,122.0,96.0,2.0,0.0,-1.0,1.0,0.05,3.0,28.0,0.0,2.0,2.0,2.0,1.0,1.0
3223,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,7.0,-333.1,6.0,14.0,6.0,182.0,72.0,2.0,0.0,1.0,2.0,1.2,1.0,30.0,5.5,1.0,0.0,0.0,1.0,0.0
4338,43.0,43.6,34734.5,17.9,24.0,20.0,5631.6,16.5,1.0,-945.1,6.0,8.0,7.0,192.0,48.0,0.0,0.0,0.0,1.0,0.1,1.0,20.0,5.5,1.0,0.0,0.0,0.0,0.0
181,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,-444.9,30.0,52.0,3.0,460.0,96.0,13.0,18.0,15.0,1.0,0.05,3.0,30.0,0.0,2.0,12.0,1.0,7.0,5.0
4556,10.0,50.0,34734.5,40.0,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,90.0,12.0,23.4,46.9,4.0,4.0,1.0,28.0,5.0,1.0,0.0,0.0,0.0,0.0
977,2.5,20.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-619.9,5.0,6.0,5.0,146.0,144.0,0.0,0.0,0.0,1.0,0.05,1.0,28.0,0.0,2.0,0.0,0.0,0.0,0.0
2740,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,7.0,-366.5,4.0,10.0,4.0,122.0,168.0,2.0,0.0,-1.0,1.0,0.05,2.0,28.0,6.0,2.0,0.0,1.0,0.0,0.0
2225,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,3394.8,40.0,56.0,0.0,536.0,72.0,13.0,24.0,20.0,5.0,0.003,3.0,30.0,0.0,2.0,7.0,0.0,2.0,6.0
1215,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,115.9,30.0,50.0,1.0,426.0,72.0,12.0,18.0,14.0,1.0,0.03,3.0,30.0,0.0,2.0,0.0,0.0,0.0,1.0
4243,1.0,10.0,2805.0,15.58,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,96.0,12.0,23.4,46.9,1.0,0.25,3.0,25.0,6.5,3.0,0.0,0.0,0.0,0.0
3912,13.0,300.0,5649.0,16.52,0.0,0.0,0.0,0.0,8.0,-622.2,12.0,22.0,11.0,342.0,50.0,1.0,0.0,0.0,1.0,0.005,1.0,30.0,6.5,1.0,5.0,4.0,1.0,1.0
3042,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,3.0,887.7,13.0,20.0,1.0,192.0,288.0,14.0,24.0,20.0,1.0,0.02,3.0,20.0,0.0,2.0,8.0,2.0,4.0,3.0
3728,1.0,61.0,2805.0,15.58,7.0,47.6,2342.2,16.0,10.0,-63.0,1.0,1.82,0.51,0.0,48.0,0.0,0.0,0.0,5.0,0.0005,1.0,28.0,6.0,1.0,0.0,0.0,0.0,0.0
1096,2.0,20.0,1660.45,18.0,0.0,0.0,0.0,0.0,3.0,841.0,10.0,16.0,0.0,136.0,48.0,10.0,6.0,4.0,1.0,0.05,3.0,30.0,0.0,2.0,3.0,0.0,3.0,2.0
1536,10.0,100.0,34734.5,40.0,0.0,0.0,0.0,0.0,1.0,-338.1,3.0,4.0,3.0,88.0,188.0,0.0,0.0,0.0,2.0,2.0,1.0,30.0,3.5,3.0,0.0,0.0,0.0,0.0
671,2.0,10.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-507.6,4.0,6.0,4.0,118.0,48.0,0.0,0.0,0.0,1.0,0.05,3.0,28.0,0.0,2.0,0.0,1.0,0.0,0.0
1093,2.0,30.0,1660.45,18.0,0.0,0.0,0.0,0.0,3.0,841.0,10.0,16.0,0.0,136.0,72.0,10.0,6.0,4.0,1.0,0.05,3.0,30.0,0.0,2.0,3.0,0.0,3.0,2.0
1744,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,3.0,841.0,10.0,16.0,0.0,136.0,120.0,9.0,6.0,4.0,1.0,0.03,3.0,15.0,7.5,2.0,1.0,0.0,1.0,1.0
1488,2.0,30.6,1660.45,18.0,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,40.0,12.0,23.4,46.9,5.0,0.0008,1.0,28.0,6.8,1.0,4.0,4.0,0.0,1.0
4025,2.5,200.0,1660.45,18.0,0.0,0.0,0.0,0.0,7.0,-252.9,5.0,12.0,5.0,152.0,60.0,3.0,6.0,1.0,2.0,3.0,1.0,30.0,5.0,1.0,0.0,0.0,0.0,0.0
4258,1.0,50.0,2805.0,15.58,0.0,0.0,0.0,0.0,2.0,-952.0,6.0,8.0,7.0,192.0,72.0,0.0,0.0,0.0,1.0,0.05,1.0,28.0,6.8,2.0,12.0,8.0,0.0,5.0
972,1.0,20.0,2805.0,15.58,4.0,0.3,874.0,14.55,3.0,2815.2,30.0,50.0,0.0,410.0,120.0,10.0,18.0,12.0,1.0,0.05,3.0,30.0,0.0,2.0,2.0,0.0,3.0,1.0
739,2.0,150.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-670.0,4.0,6.0,5.0,134.0,165.0,0.0,0.0,0.0,4.0,0.5,1.0,28.0,5.0,2.0,0.0,1.0,0.0,0.0
2577,1.0,60.0,2805.0,15.58,8.0,60.0,2810.4,16.0,4.0,3687.0,40.0,56.0,0.0,536.0,168.0,12.0,24.0,20.0,1.0,0.05,2.0,30.0,0.0,2.0,2.0,0.0,0.0,3.0
3317,1.0,100.0,2805.0,15.58,0.0,0.0,0.0,0.0,1.0,-619.9,5.0,6.0,5.0,146.0,96.0,0.0,0.0,0.0,1.0,0.05,3.0,30.0,7.0,3.0,1.0,0.0,0.0,2.0
3670,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-507.6,4.0,6.0,4.0,118.0,32.5,0.0,0.0,0.0,2.0,1.0,3.0,28.0,0.0,3.0,0.0,1.0,0.0,0.0
4377,20.0,10.0,105803.0,6.3,0.0,0.0,0.0,0.0,10.0,-63.0,1.0,1.82,0.51,0.0,28.0,0.0,0.0,0.0,5.0,0.002,2.0,28.0,6.8,3.0,5.0,1.0,0.0,5.0
4480,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-619.9,5.0,6.0,5.0,146.0,96.0,0.0,0.0,0.0,1.0,0.05,1.0,28.0,2.25,1.0,0.0,0.0,0.0,0.0
2388,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,2915.1,40.0,52.0,2.0,564.0,72.0,15.0,24.0,24.0,5.0,0.003,3.0,30.0,0.0,2.0,7.0,0.0,3.0,6.0
3660,44.0,30.0,2805.0,16.0,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,48.0,12.0,23.4,46.9,1.0,0.25,1.0,26.0,6.5,2.0,0.0,0.0,0.0,0.0
1254,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,387.2,30.0,50.0,2.0,442.0,168.0,13.0,18.0,15.0,1.0,0.05,3.0,28.0,0.0,2.0,3.0,0.0,1.0,3.0
3727,1.0,61.0,2805.0,15.58,7.0,47.6,2342.2,16.0,10.0,-63.0,1.0,1.82,0.51,0.0,48.0,0.0,0.0,0.0,5.0,0.0005,1.0,28.0,6.0,1.0,0.0,0.0,0.0,0.0
501,7.0,20.0,2342.2,16.0,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,144.0,12.0,23.4,46.9,1.0,0.05,1.0,28.0,6.8,1.0,11.0,7.0,3.0,2.0
3451,1.0,50.0,2805.0,15.58,8.0,50.0,2810.4,16.0,2.0,-203.2,17.6,33.8,2.0,869.7,132.0,12.0,23.4,46.9,2.0,2.0,1.0,28.0,0.0,1.0,1.0,0.0,0.0,2.0
1420,10.0,10.0,34734.5,40.0,0.0,0.0,0.0,0.0,1.0,-945.1,6.0,8.0,7.0,192.0,144.0,0.0,0.0,0.0,1.0,0.05,2.0,28.5,5.5,1.0,0.0,0.0,0.0,0.0
3127,15.0,20.0,2813.0,15.6,0.0,0.0,0.0,0.0,7.0,-366.5,4.0,10.0,4.0,122.0,48.0,2.0,0.0,-1.0,1.0,0.05,3.0,30.0,7.2,3.0,0.0,0.0,0.0,0.0
1621,1.0,40.0,2805.0,15.58,0.0,0.0,0.0,0.0,9.0,-134.4,6.0,6.0,3.0,126.0,120.0,2.0,2.0,0.0,1.0,0.005,1.0,30.0,0.0,1.0,2.0,0.0,3.0,1.0
878,2.0,70.0,1660.45,18.0,0.0,0.0,0.0,0.0,7.0,-333.1,6.0,14.0,6.0,182.0,96.0,2.0,0.0,1.0,1.0,0.05,3.0,28.0,0.0,2.0,2.0,2.0,1.0,0.0
495,7.0,190.0,2342.2,16.0,2.0,239.0,1660.45,18.0,1.0,-952.0,6.0,8.0,7.0,192.0,117.0,0.0,0.0,0.0,4.0,2.0,2.0,28.0,3.5,1.0,11.0,7.0,3.0,2.0
3145,2.5,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,7.0,-366.5,4.0,10.0,4.0,122.0,96.0,2.0,0.0,-1.0,1.0,0.05,1.0,30.0,3.0,2.0,0.0,0.0,0.0,0.0
349,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,9.0,-134.4,6.0,6.0,3.0,126.0,96.0,2.0,2.0,0.0,1.0,0.01,1.0,28.0,0.0,2.0,4.0,0.0,5.0,1.0
1187,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,-245.8,30.0,48.0,3.0,456.0,72.0,13.0,18.0,17.0,1.0,0.03,3.0,30.0,0.0,2.0,3.0,0.0,1.0,3.0
1352,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,6.0,101.5,14.9826086956522,29.7008695652174,1.0,225.492173913043,66.0,12.0,7.99130434782609,12.9826086956522,1.0,0.01,2.0,30.0,0.0,2.0,0.0,1.0,0.0,0.0
920,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-619.9,5.0,6.0,5.0,146.0,144.0,0.0,0.0,0.0,2.0,1.5,1.0,28.0,3.0,2.0,0.0,0.0,0.0,0.0
4683,1.0,0.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,2575.9,40.0,52.0,4.0,596.0,114.0,16.0,24.0,28.0,4.0,35.0,3.0,29.0,5.5,3.0,0.0,2.0,12.0,2.0
1826,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,6.0,264.3,4.0,10.0,1.0,74.0,24.0,6.0,1.0,4.0,1.0,0.05,3.0,30.0,0.0,1.0,0.0,1.0,0.0,0.0
281,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,3.0,1425.2,15.0,24.0,0.0,204.0,120.0,10.0,9.0,6.0,1.0,0.05,3.0,30.0,0.0,2.0,0.0,0.0,0.0,1.0
3283,1.0,100.0,2805.0,15.58,0.0,0.0,0.0,0.0,1.0,-952.0,6.0,8.0,7.0,192.0,96.0,0.0,0.0,0.0,1.0,0.05,3.0,30.0,7.0,3.0,0.0,0.0,0.0,0.0
553,1.0,60.0,2805.0,15.58,0.0,0.0,0.0,0.0,6.0,-287.6,19.1463414634146,37.1463414634146,2.0,298.90243902439,125.0,10.0,8.57317073170732,17.1463414634146,1.0,0.04,1.0,30.0,0.0,1.0,0.0,0.0,0.0,1.0
2237,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,3394.8,40.0,56.0,0.0,536.0,72.0,13.0,24.0,20.0,5.0,0.003,3.0,30.0,0.0,2.0,7.0,0.0,3.0,6.0
4401,1.0,40.0,2805.0,15.58,0.0,0.0,0.0,0.0,5.0,409.1,8.0,10.0,1.0,122.17,120.0,3.0,2.0,0.0,1.0,0.03,1.0,30.0,0.0,3.0,1.0,1.0,0.0,5.0
1970,1.0,40.0,2805.0,15.58,0.0,0.0,0.0,0.0,5.0,-536.4,15.0,12.0,7.0,304.0,144.0,12.0,5.0,2.0,1.0,0.025,2.0,30.0,4.5,2.0,6.0,0.0,0.0,7.0
2496,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,3154.9,40.0,56.0,1.0,552.0,72.0,14.0,24.0,22.0,5.0,0.003,3.0,30.0,0.0,2.0,7.0,0.0,3.0,6.0
3263,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,120.0,12.0,23.4,46.9,2.0,3.0,1.0,28.0,6.8,3.0,0.0,0.0,0.0,1.0
1905,2.0,70.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-515.7,4.0,4.0,4.0,116.0,316.0,0.0,0.0,0.0,1.0,0.1,1.0,28.0,0.0,1.0,1.0,0.0,2.0,0.0
2438,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,3154.9,40.0,56.0,1.0,552.0,72.0,14.0,24.0,22.0,5.0,0.003,3.0,30.0,0.0,2.0,7.0,0.0,3.0,6.0
1657,1.0,60.0,2805.0,15.58,0.0,0.0,0.0,0.0,1.0,-952.0,6.0,8.0,7.0,192.0,192.0,0.0,0.0,0.0,1.0,0.05,2.0,28.0,6.0,1.0,0.0,0.0,0.0,0.0
1592,2.0,50.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-507.6,4.0,6.0,4.0,118.0,168.0,0.0,0.0,0.0,1.0,0.01,3.0,30.0,6.0,3.0,0.0,1.0,0.0,0.0
1792,10.0,9.3,34734.5,40.0,0.0,0.0,0.0,0.0,3.0,841.0,10.0,16.0,0.0,136.0,120.0,9.0,6.0,4.0,1.0,0.05,3.0,20.0,5.75,2.0,1.0,0.0,1.0,1.0
4462,10.0,10.0,34734.5,40.0,2.0,34.0,1660.45,18.0,10.0,-63.0,1.0,1.82,0.51,0.0,115.0,0.0,0.0,0.0,1.0,0.05,1.0,28.0,6.5,1.0,0.0,0.0,0.0,0.0
2355,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,2915.1,40.0,52.0,2.0,564.0,72.0,15.0,24.0,24.0,5.0,0.003,3.0,30.0,0.0,2.0,7.0,0.0,3.0,6.0
2141,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,2575.9,40.0,52.0,4.0,596.0,72.0,16.0,24.0,28.0,5.0,0.003,3.0,30.0,0.0,2.0,7.0,0.0,3.0,6.0
338,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,9.0,-134.4,6.0,6.0,3.0,126.0,96.0,2.0,2.0,0.0,1.0,0.01,1.0,28.0,0.0,2.0,2.0,0.0,3.0,1.0
1350,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,6.0,101.5,14.9826086956522,29.7008695652174,1.0,225.492173913043,66.0,12.0,7.99130434782609,12.9826086956522,1.0,0.01,2.0,30.0,0.0,2.0,1.0,1.0,0.0,1.0
1832,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,6.0,264.3,4.0,10.0,1.0,74.0,24.0,6.0,1.0,4.0,1.0,0.05,3.0,30.0,0.0,1.0,1.0,1.0,1.0,0.0
3810,2.5,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-952.0,6.0,8.0,7.0,192.0,48.0,0.0,0.0,0.0,2.0,10.0,1.0,28.0,6.5,1.0,0.0,0.0,0.0,0.0
3602,1.0,50.0,2805.0,15.58,0.0,0.0,0.0,0.0,10.0,-63.0,1.0,1.82,0.51,0.0,150.0,0.0,0.0,0.0,1.0,0.05,2.0,28.0,6.0,2.0,0.0,0.0,0.0,0.0
3547,6.0,20.0,1367.6,29.69,46.0,3e-07,0.0,0.0,10.0,-63.0,1.0,1.82,0.51,0.0,192.0,0.0,0.0,0.0,1.0,0.05,1.0,30.0,3.5,2.0,0.0,0.0,0.0,0.0
497,7.0,20.0,2342.2,16.0,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,144.0,12.0,23.4,46.9,1.0,0.05,1.0,28.0,6.8,1.0,2.0,0.0,1.0,2.0
814,2.0,30.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-507.6,4.0,6.0,4.0,118.0,96.0,0.0,0.0,0.0,1.0,0.05,1.0,28.0,3.0,1.0,0.0,1.0,0.0,0.0
1237,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,387.2,30.0,50.0,2.0,442.0,168.0,13.0,18.0,15.0,1.0,0.05,3.0,28.0,0.0,2.0,2.0,0.0,0.0,3.0
304,1.0,30.0,2805.0,15.58,0.0,0.0,0.0,0.0,3.0,1425.2,15.0,24.0,0.0,204.0,120.0,10.0,9.0,6.0,1.0,0.05,2.0,30.0,0.0,1.0,1.0,0.0,1.0,1.0
4600,1.0,40.0,2805.0,15.58,0.0,0.0,0.0,0.0,3.0,2815.2,15.0,24.0,0.0,204.0,120.0,0.0,0.0,0.0,1.0,0.03,1.0,30.0,6.0,1.0,2.0,0.0,0.0,3.0
4486,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,10.0,-63.0,1.0,1.82,0.51,0.0,96.0,0.0,0.0,0.0,1.0,0.05,1.0,28.0,2.25,1.0,0.0,0.0,0.0,0.0
1687,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,1.0,-168.0,6.0,12.0,4.0,148.0,96.0,3.0,0.0,2.0,1.0,0.05,3.0,30.0,0.0,2.0,2.0,0.0,1.0,2.0
876,2.0,70.0,1660.45,18.0,0.0,0.0,0.0,0.0,7.0,-333.1,6.0,14.0,6.0,182.0,96.0,2.0,0.0,1.0,1.0,0.05,3.0,28.0,0.0,2.0,2.0,2.0,1.0,0.0
3065,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,3.0,887.7,13.0,20.0,1.0,192.0,96.0,14.0,24.0,20.0,1.0,0.025,3.0,30.0,7.0,2.0,13.0,0.0,14.0,5.0
4531,20.0,100.0,105803.0,6.3,0.0,0.0,0.0,0.0,1.0,-952.0,6.0,8.0,7.0,192.0,214.0,0.0,0.0,0.0,2.0,1.5,1.0,28.0,6.0,1.0,2.0,1.0,0.0,2.0
2219,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,3394.8,40.0,56.0,0.0,536.0,72.0,13.0,24.0,20.0,5.0,0.003,3.0,30.0,0.0,2.0,7.0,0.0,2.0,6.0
1417,10.0,10.0,34734.5,40.0,0.0,0.0,0.0,0.0,1.0,-945.1,6.0,8.0,7.0,192.0,144.0,0.0,0.0,0.0,1.0,0.05,2.0,28.5,5.5,1.0,0.0,0.0,0.0,0.0
543,2.0,173.8,1660.45,18.0,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,35.714285714285715,12.0,23.4,46.9,3.0,1.8,2.0,28.0,6.0,3.0,0.0,0.0,0.0,0.0
2726,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,7.0,-366.5,4.0,10.0,4.0,122.0,168.0,2.0,0.0,-1.0,1.0,0.05,2.0,28.0,6.0,1.0,0.0,0.0,0.0,0.0
3850,10.0,10.0,34734.5,40.0,0.0,0.0,0.0,0.0,10.0,-63.0,1.0,1.82,0.51,0.0,192.0,0.0,0.0,0.0,1.0,0.05,1.0,29.5,5.25,1.0,0.0,0.0,0.0,0.0
944,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-338.1,3.0,4.0,3.0,88.0,96.0,0.0,0.0,0.0,1.0,0.05,1.0,28.0,5.5,1.0,0.0,0.0,0.0,0.0
2382,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,2915.1,40.0,52.0,2.0,564.0,72.0,15.0,24.0,24.0,5.0,0.003,3.0,30.0,0.0,2.0,7.0,0.0,3.0,6.0
4174,9.0,31.52,5643.4,16.5,0.0,0.0,0.0,0.0,1.0,-945.1,6.0,8.0,7.0,192.0,72.0,0.0,0.0,0.0,5.0,0.0003,1.0,30.0,6.8,1.0,0.0,0.0,0.0,0.0
1038,1.0,30.0,2805.0,15.58,0.0,0.0,0.0,0.0,1.0,-619.9,5.0,6.0,5.0,146.0,96.0,0.0,0.0,0.0,1.0,0.05,1.0,28.0,5.0,3.0,0.0,0.0,0.0,0.0
4299,43.0,43.6,34734.5,17.9,24.0,20.0,5631.6,16.5,1.0,-945.1,6.0,8.0,7.0,192.0,48.0,0.0,0.0,0.0,1.0,0.1,1.0,20.0,5.5,1.0,0.0,0.0,0.0,0.0
4424,25.0,30.0,11193.8736,39.6,0.0,0.0,0.0,0.0,5.0,655.0,11.0,20.0,2.0,184.0,48.0,0.0,0.0,0.0,1.0,0.002,1.0,30.0,6.0,3.0,2.0,2.0,0.0,1.0
3333,1.0,100.0,2805.0,15.58,0.0,0.0,0.0,0.0,1.0,-338.1,3.0,4.0,3.0,88.0,386.0,0.0,0.0,0.0,4.0,3.5,3.0,30.0,0.0,3.0,3.0,0.0,0.0,4.0
4451,10.0,7.0,34734.5,40.0,2.0,28.0,1660.45,18.0,2.0,-203.2,17.6,33.8,2.0,869.7,115.0,12.0,23.4,46.9,1.0,0.05,1.0,28.0,6.5,1.0,0.0,0.0,0.0,0.0
34,2.0,80.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-952.0,6.0,8.0,7.0,192.0,236.0,0.0,0.0,0.0,1.0,0.05,2.0,28.0,5.5,3.0,0.0,0.0,0.0,0.0
4236,1.0,10.0,2805.0,15.58,0.0,0.0,0.0,0.0,10.0,-63.0,1.0,1.82,0.51,0.0,96.0,0.0,0.0,0.0,1.0,0.25,3.0,25.0,6.5,3.0,0.0,0.0,0.0,0.0
